Address,FullName,Count
"1051 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1051 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1051 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"1051 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1052 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1052 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1052 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1052 HUBBARD AVE, ST PAUL, MN, 55104",2,800.0
"1052 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1052 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1052 MARSHALL AVE, ST PAUL, MN, 55104",2,800.0
"1052 SELBY AVE, ST PAUL, MN, 55104",3,800.0
"1053 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1053 HUBBARD AVE, ST PAUL, MN, 55104",2,800.0
"1053 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1053 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"1053 THOMAS AVE, ST PAUL, MN, 55104",5,800.0
"1053 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1054 ASHLAND AVE, ST PAUL, MN, 55104",4,800.0
"1054 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1054 EDMUND AVE, ST PAUL, MN, 55104",1,800.0
"1054 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1054 FULLER AVE, ST PAUL, MN, 55104",3,800.0
"1054 LAFOND AVE, ST PAUL, MN, 55104",2,800.0
"1054 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1054 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1054 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1054 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1054 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1054 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1055 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1055 BLAIR AVE, ST PAUL, MN, 55104",3,800.0
"1055 BURGESS ST, ST PAUL, MN, 55103",3,800.0
"1055 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1055 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1055 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1055 LAUREL AVE, ST PAUL, MN, 55104",3,800.0
"1055 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1056 BURGESS ST, ST PAUL, MN, 55103",1,800.0
"1056 FRONT AVE, ST PAUL, MN, 55103",2,800.0
"1056 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1056 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1056 MARSHALL AVE, ST PAUL, MN, 55104",2,800.0
"1056 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1056 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1056 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1056 THOMAS AVE, ST PAUL, MN, 55104",1,800.0
"1057 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1057 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1057 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1057 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1057 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1057 HUBBARD AVE, ST PAUL, MN, 55104",3,800.0
"1057 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1057 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1057 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1057 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1058 BLAIR AVE, ST PAUL, MN, 55104",1,800.0
"1058 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1058 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1058 HUBBARD AVE, ST PAUL, MN, 55104",2,800.0
"1058 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1058 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1059 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1059 DAYTON AVE, ST PAUL, MN, 55104",3,800.0
"1059 ENGLEWOOD AVE, ST PAUL, MN, 55104",2,800.0
"1059 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1059 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"106 ATWATER ST, ST PAUL, MN, 55117",1,800.0
"106 COMO AVE, ST PAUL, MN, 55103",1,800.0
"106 LITCHFIELD ST, ST PAUL, MN, 55117",1,800.0
"106 LYTON PL, ST PAUL, MN, 55117",2,800.0
"106 MANITOBA AVE, ST PAUL, MN, 55117",2,800.0
"106 MILTON ST N, ST PAUL, MN, 55104",1,800.0
"106 SNELLING AVE N, ST PAUL, MN, 55104",2,800.0
"106 WINTER ST, ST PAUL, MN, 55103",1,800.0
"1060 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1060 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1060 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1060 FRONT AVE, ST PAUL, MN, 55103",2,800.0
"1060 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1060 LAFOND AVE, ST PAUL, MN, 55104",3,800.0
"1060 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1060 MARSHALL AVE, ST PAUL, MN, 55104",4,800.0
"1060 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1060 SEMINARY AVE, ST PAUL, MN, 55104",3,800.0
"1060 THOMAS AVE, ST PAUL, MN, 55104",1,800.0
"1061 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1061 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1061 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1061 CHARLES AVE, ST PAUL, MN, 55104",1,800.0
"1061 DAYTON AVE, ST PAUL, MN, 55104",5,800.0
"1061 FULLER AVE, ST PAUL, MN, 55104",5,800.0
"1061 HAGUE AVE, ST PAUL, MN, 55104",4,800.0
"1061 LAUREL AVE, ST PAUL, MN, 55104",1,800.0
"1061 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1061 SELBY AVE, ST PAUL, MN, 55104",3,800.0
"1061 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1061 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1062 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1062 BLAIR AVE, ST PAUL, MN, 55104",1,800.0
"1062 EDMUND AVE, ST PAUL, MN, 55104",1,800.0
"1062 FRONT AVE, ST PAUL, MN, 55103",2,800.0
"1062 FULLER AVE, ST PAUL, MN, 55104",4,800.0
"1062 THOMAS AVE, ST PAUL, MN, 55104",1,800.0
"1062 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1063 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1063 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1063 HUBBARD AVE, ST PAUL, MN, 55104",5,800.0
"1063 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1063 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1063 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1063 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1064 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1064 ENGLEWOOD AVE, ST PAUL, MN, 55104",3,800.0
"1064 HAGUE AVE, ST PAUL, MN, 55104",3,800.0
"1064 HUBBARD AVE, ST PAUL, MN, 55104",3,800.0
"1064 LAFOND AVE, ST PAUL, MN, 55104",2,800.0
"1064 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1064 MARSHALL AVE, ST PAUL, MN, 55104",10,800.0
"1064 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1064 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1064 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1064 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1064 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1064 THOMAS AVE, ST PAUL, MN, 55104",1,800.0
"1064 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1065 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1065 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1065 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1065 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1065 LAFOND AVE, ST PAUL, MN, 55104",3,800.0
"1065 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1065 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1065 SELBY AVE, ST PAUL, MN, 55104",13,800.0
"1065 THOMAS AVE, ST PAUL, MN, 55104",1,800.0
"1066 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1066 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1066 SEMINARY AVE, ST PAUL, MN, 55104",4,800.0
"1066 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1067 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1067 DAYTON AVE, ST PAUL, MN, 55104",3,800.0
"1067 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1067 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1067 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1068 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1068 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1068 FULLER AVE, ST PAUL, MN, 55104",1,800.0
"1068 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1068 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1068 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1068 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1069 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1069 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1069 FULLER AVE, ST PAUL, MN, 55104",3,800.0
"1069 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1069 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1069 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1069 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"1069 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1069 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"107 MANITOBA AVE, ST PAUL, MN, 55117",1,800.0
"107 MILTON ST N, ST PAUL, MN, 55104",2,800.0
"107 MOUNT AIRY ST, ST PAUL, MN, 55130",2,800.0
"107 VICTORIA ST N, ST PAUL, MN, 55104",2,800.0
"107 VIRGINIA ST, ST PAUL, MN, 55102",5,800.0
"107 WINNIPEG AVE, ST PAUL, MN, 55117",1,800.0
"107 WINTER ST, ST PAUL, MN, 55103",5,800.0
"1070 ASHLAND AVE, ST PAUL, MN, 55104",3,800.0
"1070 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1070 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1070 EDMUND AVE, ST PAUL, MN, 55104",5,800.0
"1070 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1070 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1070 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"1071 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1071 CHARLES AVE, ST PAUL, MN, 55104",3,800.0
"1071 DAYTON AVE, ST PAUL, MN, 55104",4,800.0
"1071 ENGLEWOOD AVE, ST PAUL, MN, 55104",3,800.0
"1071 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1072 BLAIR AVE, ST PAUL, MN, 55104",2,800.0
"1072 CHARLES AVE, ST PAUL, MN, 55104",4,800.0
"1072 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1072 FRONT AVE, ST PAUL, MN, 55103",1,800.0
"1072 FULLER AVE, ST PAUL, MN, 55104",4,800.0
"1072 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1072 HUBBARD AVE, ST PAUL, MN, 55104",1,800.0
"1072 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1072 LAUREL AVE, ST PAUL, MN, 55104",1,800.0
"1072 MARSHALL AVE, ST PAUL, MN, 55104",4,800.0
"1072 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1072 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1072 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1072 THOMAS AVE, ST PAUL, MN, 55104",1,800.0
"1073 ASHLAND AVE, ST PAUL, MN, 55104",4,800.0
"1073 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1073 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1073 LAUREL AVE, ST PAUL, MN, 55104",1,800.0
"1073 SELBY AVE, ST PAUL, MN, 55104",3,800.0
"1073 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1073 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1074 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1074 FRONT AVE, ST PAUL, MN, 55103",1,800.0
"1074 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1074 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1074 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1074 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1074 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1075 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1075 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1075 CHARLES AVE, ST PAUL, MN, 55104",1,800.0
"1075 HUBBARD AVE, ST PAUL, MN, 55104",4,800.0
"1075 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1075 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1075 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"1075 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1075 VANBUREN AVE, ST PAUL, MN, 55104",2,800.0
"1076 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1076 BLAIR AVE, ST PAUL, MN, 55104",4,800.0
"1076 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1076 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1076 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1076 FULLER AVE, ST PAUL, MN, 55104",3,800.0
"1076 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1076 LAFOND AVE, ST PAUL, MN, 55104",2,800.0
"1076 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1076 MARSHALL AVE, ST PAUL, MN, 55104",2,800.0
"1076 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1076 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1077 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1077 BLAIR AVE, ST PAUL, MN, 55104",1,800.0
"1077 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1077 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1077 EDMUND AVE, ST PAUL, MN, 55104",2,800.0
"1077 ENGLEWOOD AVE, ST PAUL, MN, 55104",3,800.0
"1077 LAFOND AVE, ST PAUL, MN, 55104",5,800.0
"1077 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1077 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1077 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1078 ASHLAND AVE, ST PAUL, MN, 55104",4,800.0
"1078 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1078 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1078 FRONT AVE, ST PAUL, MN, 55103",1,800.0
"1078 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1078 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"1079 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1079 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1079 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1079 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1079 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1079 VANBUREN AVE, ST PAUL, MN, 55104",1,800.0
"108 ATWATER ST, ST PAUL, MN, 55117",1,800.0
"108 COMO AVE, ST PAUL, MN, 55103",1,800.0
"108 SARATOGA ST N, ST PAUL, MN, 55104",1,800.0
"108 WAYZATA ST E, ST PAUL, MN, 55117",1,800.0
"108 WESTERN AVE N, ST PAUL, MN, 55102",2,800.0
"1080 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1080 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1080 HUBBARD AVE, ST PAUL, MN, 55104",2,800.0
"1080 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1080 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1080 MARSHALL AVE, ST PAUL, MN, 55104",2,800.0
"1080 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1080 THOMAS AVE, ST PAUL, MN, 55104",2,800.0
"1081 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1081 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1081 HAGUE AVE, ST PAUL, MN, 55104",4,800.0
"1081 HUBBARD AVE, ST PAUL, MN, 55104",2,800.0
"1081 LAFOND AVE, ST PAUL, MN, 55104",2,800.0
"1081 LAUREL AVE, ST PAUL, MN, 55104",1,800.0
"1081 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1081 SHERBURNE AVE, ST PAUL, MN, 55104",1,800.0
"1081 THOMAS AVE, ST PAUL, MN, 55104",1,800.0
"1082 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1082 ENGLEWOOD AVE, ST PAUL, MN, 55104",1,800.0
"1082 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1082 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1082 SEMINARY AVE, ST PAUL, MN, 55104",1,800.0
"1082 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1083 BLAIR AVE, ST PAUL, MN, 55104",1,800.0
"1083 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1083 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1083 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1083 SHERBURNE AVE, ST PAUL, MN, 55104",2,800.0
"1084 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1084 LAUREL AVE, ST PAUL, MN, 55104",3,800.0
"1084 MARSHALL AVE, ST PAUL, MN, 55104",2,800.0
"1084 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1085 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1085 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1085 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1085 SEMINARY AVE, ST PAUL, MN, 55104",2,800.0
"1085 THOMAS AVE, ST PAUL, MN, 55104",3,800.0
"1086 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1086 BLAIR AVE, ST PAUL, MN, 55104",1,800.0
"1086 LAFOND AVE, ST PAUL, MN, 55104",2,800.0
"1086 SHERBURNE AVE, ST PAUL, MN, 55104",3,800.0
"1087 MINNEHAHA AVE W, ST PAUL, MN, 55104",1,800.0
"1087 SHERBURNE AVE, ST PAUL, MN, 55104",3,800.0
"1088 DAYTON AVE, ST PAUL, MN, 55104",3,800.0
"1088 LAFOND AVE, ST PAUL, MN, 55104",1,800.0
"1088 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1089 BURGESS ST, ST PAUL, MN, 55103",1,800.0
"109 LEXINGTON PKWY N, ST PAUL, MN, 55104",1,800.0
"109 WINNIPEG AVE, ST PAUL, MN, 55117",2,800.0
"1090 ASHLAND AVE, ST PAUL, MN, 55104",5,800.0
"1090 CHARLES AVE, ST PAUL, MN, 55104",2,800.0
"1090 THOMAS AVE, ST PAUL, MN, 55104",4,800.0
"1091 STINSON ST, ST PAUL, MN, 55103",2,800.0
"1092 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1092 STINSON ST, ST PAUL, MN, 55103",1,800.0
"1095 MINNEHAHA AVE W, ST PAUL, MN, 55104",2,800.0
"1095 STINSON ST, ST PAUL, MN, 55103",3,800.0
"1096 BURGESS ST, ST PAUL, MN, 55103",2,800.0
"1097 HUBBARD AVE, ST PAUL, MN, 55104",3,800.0
"1098 STINSON ST, ST PAUL, MN, 55103",2,800.0
"11 ACKER ST W, ST PAUL, MN, 55117",1,800.0
"11 COMO AVE, ST PAUL, MN, 55103",1,800.0
"110 ARUNDEL ST, ST PAUL, MN, 55102",2,800.0
"110 LYTON PL, ST PAUL, MN, 55117",3,800.0
"110 ST ALBANS ST N, ST PAUL, MN, 55104",9,800.0
"110 VIRGINIA ST, ST PAUL, MN, 55102",4,800.0
"1106 LAUREL AVE, ST PAUL, MN, 55104",14,800.0
"111 WESTERN AVE N, ST PAUL, MN, 55102",5,800.0
"1113 SELBY AVE, ST PAUL, MN, 55104",3,800.0
"1114 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1115 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1116 1/2 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1116 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1117 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1117 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1117 SELBY AVE, ST PAUL, MN, 55104",3,800.0
"1119 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"112 ATWATER ST, ST PAUL, MN, 55117",1,800.0
"112 FRONT AVE, ST PAUL, MN, 55117",4,800.0
"112 LYTON PL, ST PAUL, MN, 55117",1,800.0
"112 MOUNT AIRY ST, ST PAUL, MN, 55130",3,800.0
"112 SNELLING AVE N, ST PAUL, MN, 55104",1,800.0
"112 WESTERN AVE N, ST PAUL, MN, 55102",4,800.0
"112 WINTER ST, ST PAUL, MN, 55103",1,800.0
"1120 HAGUE AVE, ST PAUL, MN, 55104",3,800.0
"1120 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1120 PORTLAND AVE, ST PAUL, MN, 55104",4,800.0
"1121 CENTRAL AVE W, ST PAUL, MN, 55104",3,800.0
"1121 HAGUE AVE, ST PAUL, MN, 55104",4,800.0
"1121 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1121 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1121 SELBY AVE, ST PAUL, MN, 55104",6,800.0
"1122 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1122 DAYTON AVE, ST PAUL, MN, 55104",4,800.0
"1122 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1122 MARSHALL AVE, ST PAUL, MN, 55104",4,800.0
"1123 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1123 LAUREL AVE, ST PAUL, MN, 55104",1,800.0
"1123 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1124 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1124 SELBY AVE, ST PAUL, MN, 55104",1,800.0
"1125 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1125 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1125 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1125 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1126 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1128 DAYTON AVE, ST PAUL, MN, 55104",3,800.0
"1128 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1128 LAUREL AVE, ST PAUL, MN, 55104",1,800.0
"1128 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1128 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1129 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1129 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1129 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1129 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1129 PORTLAND AVE, ST PAUL, MN, 55104",1,800.0
"1129 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"113 FARRINGTON ST, ST PAUL, MN, 55102",2,800.0
"113 MANITOBA AVE, ST PAUL, MN, 55117",1,800.0
"113 MOUNT AIRY ST, ST PAUL, MN, 55130",1,800.0
"113 VICTORIA ST N, ST PAUL, MN, 55104",3,800.0
"113 VIRGINIA ST, ST PAUL, MN, 55102",2,800.0
"113 WINNIPEG AVE, ST PAUL, MN, 55117",1,800.0
"113 WINTER ST, ST PAUL, MN, 55103",1,800.0
"1130 CENTRAL AVE W, ST PAUL, MN, 55104",3,800.0
"1130 MARSHALL AVE, ST PAUL, MN, 55104",1,800.0
"1131 DAYTON AVE, ST PAUL, MN, 55104",3,800.0
"1132 ASHLAND AVE, ST PAUL, MN, 55104",4,800.0
"1132 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1132 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
"1132 LAUREL AVE, ST PAUL, MN, 55104",3,800.0
"1132 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1133 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1133 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1133 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1133 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1133 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1134 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1135 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"1135 SUMMIT AVE, ST PAUL, MN, 55105",2,800.0
"1136 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1136 CENTRAL AVE W, ST PAUL, MN, 55104",2,800.0
"1136 DAYTON AVE, ST PAUL, MN, 55104",1,800.0
"1136 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1136 LAUREL AVE, ST PAUL, MN, 55104",2,800.0
"1136 PORTLAND AVE, ST PAUL, MN, 55104",3,800.0
"1137 ASHLAND AVE, ST PAUL, MN, 55104",2,800.0
"1137 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1137 PORTLAND AVE, ST PAUL, MN, 55104",2,800.0
"1137 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1139 CENTRAL AVE W, ST PAUL, MN, 55104",1,800.0
"1139 DAYTON AVE, ST PAUL, MN, 55104",2,800.0
"114 COMO AVE, ST PAUL, MN, 55103",2,800.0
"114 LITCHFIELD ST, ST PAUL, MN, 55117",1,800.0
"114 MACKUBIN ST, ST PAUL, MN, 55102",5,800.0
"114 SNELLING AVE N, ST PAUL, MN, 55104",2,800.0
"114 WINNIPEG AVE, ST PAUL, MN, 55117",1,800.0
"1140 ASHLAND AVE, ST PAUL, MN, 55104",1,800.0
"1140 DAYTON AVE, ST PAUL, MN, 55104",3,800.0
"1140 HAGUE AVE, ST PAUL, MN, 55104",1,800.0
"1140 LAUREL AVE, ST PAUL, MN, 55104",1,800.0
"1140 SELBY AVE, ST PAUL, MN, 55104",2,800.0
"1141 HAGUE AVE, ST PAUL, MN, 55104",2,800.0
